GEOID,NAME,POPCOUNT
05000US51057,"Essex County, Virginia",11036
05000US51063,"Floyd County, Virginia",15666
05000US51065,"Fluvanna County, Virginia",26282
05000US51071,"Giles County, Virginia",16814
05000US51073,"Gloucester County, Virginia",37161
05000US51075,"Goochland County, Virginia",22482
05000US51077,"Grayson County, Virginia",15811
05000US51079,"Greene County, Virginia",19410
05000US51081,"Greensville County, Virginia",11659
05000US51083,"Halifax County, Virginia",34779
05000US51091,"Highland County, Virginia",2214
05000US51093,"Isle of Wight County, Virginia",36372
05000US51097,"King and Queen County, Virginia",7052
05000US51099,"King George County, Virginia",25890
05000US51101,"King William County, Virginia",16497
05000US51103,"Lancaster County, Virginia",10804
05000US51105,"Lee County, Virginia",24134
05000US51109,"Louisa County, Virginia",35380
05000US51111,"Lunenburg County, Virginia",12278
05000US51113,"Madison County, Virginia",13139
05000US51115,"Mathews County, Virginia",8796
05000US51117,"Mecklenburg County, Virginia",30847
05000US51119,"Middlesex County, Virginia",10700
05000US51125,"Nelson County, Virginia",14812
05000US51127,"New Kent County, Virginia",21103
05000US51131,"Northampton County, Virginia",11957
05000US51133,"Northumberland County, Virginia",12223
05000US51135,"Nottoway County, Virginia",15500
05000US51137,"Orange County, Virginia",35612
05000US51139,"Page County, Virginia",23749
05000US51141,"Patrick County, Virginia",17859
05000US51145,"Powhatan County, Virginia",28574
05000US51147,"Prince Edward County, Virginia",22956
05000US51149,"Prince George County, Virginia",37894
05000US51155,"Pulaski County, Virginia",34234
05000US51157,"Rappahannock County, Virginia",7332
05000US51159,"Richmond County, Virginia",8878
05000US51163,"Rockbridge County, Virginia",22509
05000US51167,"Russell County, Virginia",27408
05000US51169,"Scott County, Virginia",22009
05000US51171,"Shenandoah County, Virginia",43045
05000US51173,"Smyth County, Virginia",31059
05000US51175,"Southampton County, Virginia",17939
05000US51181,"Surry County, Virginia",6600
05000US51183,"Sussex County, Virginia",11486
05000US51185,"Tazewell County, Virginia",42080
05000US51187,"Warren County, Virginia",39449
05000US51193,"Westmoreland County, Virginia",17638
05000US51195,"Wise County, Virginia",39025
05000US51197,"Wythe County, Virginia",28940
05000US51520,"Bristol city, Virginia",16843
05000US51530,"Buena Vista city, Virginia",6399
05000US51540,"Charlottesville city, Virginia",47042
05000US51570,"Colonial Heights city, Virginia",17593
05000US51580,"Covington city, Virginia",5582
05000US51590,"Danville city, Virginia",41512
05000US51595,"Emporia city, Virginia",5381
05000US51600,"Fairfax city, Virginia",23865
05000US51610,"Falls Church city, Virginia",14067
05000US51620,"Franklin city, Virginia",8211
05000US51630,"Fredericksburg city, Virginia",28469
05000US51640,"Galax city, Virginia",6638
05000US51670,"Hopewell city, Virginia",22408
05000US51678,"Lexington city, Virginia",7110
05000US51683,"Manassas city, Virginia",41457
05000US51685,"Manassas Park city, Virginia",16423
05000US51690,"Martinsville city, Virginia",13101
05000US51720,"Norton city, Virginia",3990
05000US51730,"Petersburg city, Virginia",31827
05000US51735,"Poquoson city, Virginia",12039
05000US51750,"Radford city, Virginia",17630
05000US51775,"Salem city, Virginia",25519
05000US51790,"Staunton city, Virginia",24452
05000US51820,"Waynesboro city, Virginia",21926
05000US51830,"Williamsburg city, Virginia",14788
05000US51840,"Winchester city, Virginia",27789
05000US53001,"Adams County, Washington",19452
05000US53003,"Asotin County, Washington",22337
05000US53013,"Columbia County, Washington",4001
05000US53017,"Douglas County, Washington",41371
05000US53019,"Ferry County, Washington",7576
05000US53023,"Garfield County, Washington",2224
05000US53031,"Jefferson County, Washington",30856
05000US53037,"Kittitas County, Washington",44825
05000US53039,"Klickitat County, Washington",21396
05000US53043,"Lincoln County, Washington",10435
05000US53047,"Okanogan County, Washington",41638
05000US53049,"Pacific County, Washington",21281
05000US53051,"Pend Oreille County, Washington",13219
05000US53055,"San Juan County, Washington",16473
05000US53059,"Skamania County, Washington",11620
05000US53065,"Stevens County, Washington",44214
05000US53069,"Wahkiakum County, Washington",4189
05000US53075,"Whitman County, Washington",48593
05000US54001,"Barbour County, West Virginia",16730
05000US54005,"Boone County, West Virginia",22817
05000US54007,"Braxton County, West Virginia",14282
05000US54009,"Brooke County, West Virginia",22772
05000US54013,"Calhoun County, West Virginia",7396
05000US54015,"Clay County, West Virginia",8785
05000US54017,"Doddridge County, West Virginia",8536
05000US54019,"Fayette County, West Virginia",44126
05000US54021,"Gilmer County, West Virginia",8205
05000US54023,"Grant County, West Virginia",11641
05000US54025,"Greenbrier County, West Virginia",35347
05000US54027,"Hampshire County, West Virginia",23363
05000US54029,"Hancock County, West Virginia",29680
05000US54031,"Hardy County, West Virginia",13842
05000US54035,"Jackson County, West Virginia",29018
05000US54041,"Lewis County, West Virginia",16276
05000US54043,"Lincoln County, West Virginia",21078
05000US54045,"Logan County, West Virginia",33801
05000US54047,"McDowell County, West Virginia",19217
05000US54051,"Marshall County, West Virginia",31645
05000US54053,"Mason County, West Virginia",26939
05000US54057,"Mineral County, West Virginia",27278
05000US54059,"Mingo County, West Virginia",24741
05000US54063,"Monroe County, West Virginia",13467
05000US54065,"Morgan County, West Virginia",17624
05000US54067,"Nicholas County, West Virginia",25324
05000US54069,"Ohio County, West Virginia",42547
05000US54071,"Pendleton County, West Virginia",7056
05000US54073,"Pleasants County, West Virginia",7507
05000US54075,"Pocahontas County, West Virginia",8531
05000US54077,"Preston County, West Virginia",33837
05000US54083,"Randolph County, West Virginia",29065
05000US54085,"Ritchie County, West Virginia",9932
05000US54087,"Roane County, West Virginia",14205
05000US54089,"Summers County, West Virginia",13018
05000US54091,"Taylor County, West Virginia",16951
05000US54093,"Tucker County, West Virginia",7027
05000US54095,"Tyler County, West Virginia",8909
05000US54097,"Upshur County, West Virginia",24605
05000US54099,"Wayne County, West Virginia",40708
05000US54101,"Webster County, West Virginia",8518
05000US54103,"Wetzel County, West Virginia",15614
05000US54105,"Wirt County, West Virginia",5797
05000US54109,"Wyoming County, West Virginia",21711
05000US55001,"Adams County, Wisconsin",20073
05000US55003,"Ashland County, Wisconsin",15712
05000US55005,"Barron County, Wisconsin",45252
05000US55007,"Bayfield County, Wisconsin",14992
05000US55011,"Buffalo County, Wisconsin",13167
05000US55013,"Burnett County, Wisconsin",15258
05000US55015,"Calumet County, Wisconsin",49807
05000US55019,"Clark County, Wisconsin",34491
05000US55023,"Crawford County, Wisconsin",16288
05000US55029,"Door County, Wisconsin",27439
05000US55031,"Douglas County, Wisconsin",43402
05000US55033,"Dunn County, Wisconsin",44498
05000US55037,"Florence County, Wisconsin",4337
05000US55041,"Forest County, Wisconsin",9018
05000US55045,"Green County, Wisconsin",36864
05000US55047,"Green Lake County, Wisconsin",18757
05000US55049,"Iowa County, Wisconsin",23620
05000US55051,"Iron County, Wisconsin",5715
05000US55053,"Jackson County, Wisconsin",20506
05000US55057,"Juneau County, Wisconsin",26419
05000US55061,"Kewaunee County, Wisconsin",20360
05000US55065,"Lafayette County, Wisconsin",16735
05000US55067,"Langlade County, Wisconsin",19164
05000US55069,"Lincoln County, Wisconsin",27848
05000US55075,"Marinette County, Wisconsin",40537
05000US55077,"Marquette County, Wisconsin",15207
05000US55078,"Menominee County, Wisconsin",4579
05000US55081,"Monroe County, Wisconsin",45502
05000US55083,"Oconto County, Wisconsin",37556
05000US55085,"Oneida County, Wisconsin",35345
05000US55091,"Pepin County, Wisconsin",7262
05000US55093,"Pierce County, Wisconsin",41603
05000US55095,"Polk County, Wisconsin",43349
05000US55099,"Price County, Wisconsin",13490
05000US55103,"Richland County, Wisconsin",17539
05000US55107,"Rusk County, Wisconsin",14183
05000US55113,"Sawyer County, Wisconsin",16370
05000US55115,"Shawano County, Wisconsin",41009
05000US55119,"Taylor County, Wisconsin",20356
05000US55121,"Trempealeau County, Wisconsin",29438
05000US55123,"Vernon County, Wisconsin",30516
05000US55125,"Vilas County, Wisconsin",21593
05000US55129,"Washburn County, Wisconsin",15689
05000US55137,"Waushara County, Wisconsin",24116
05000US56001,"Albany County, Wyoming",38102
05000US56003,"Big Horn County, Wyoming",11901
05000US56005,"Campbell County, Wyoming",47708
05000US56007,"Carbon County, Wyoming",15477
05000US56009,"Converse County, Wyoming",13997
05000US56011,"Crook County, Wyoming",7410
05000US56013,"Fremont County, Wyoming",40076
05000US56015,"Goshen County, Wyoming",13438
05000US56017,"Hot Springs County, Wyoming",4680
05000US56019,"Johnson County, Wyoming",8515
05000US56023,"Lincoln County, Wyoming",19011
05000US56027,"Niobrara County, Wyoming",2448
05000US56029,"Park County, Wyoming",29121
05000US56031,"Platte County, Wyoming",8673
05000US56033,"Sheridan County, Wyoming",30012
05000US56035,"Sublette County, Wyoming",9951
05000US56037,"Sweetwater County, Wyoming",44117
05000US56039,"Teton County, Wyoming",23059
05000US56041,"Uinta County, Wyoming",20609
05000US56043,"Washakie County, Wyoming",8129
05000US56045,"Weston County, Wyoming",7100
05000US72001,"Adjuntas Municipio, Puerto Rico",18181
05000US72003,"Aguada Municipio, Puerto Rico",38643
05000US72007,"Aguas Buenas Municipio, Puerto Rico",26275
05000US72009,"Aibonito Municipio, Puerto Rico",23457
05000US72011,"Añasco Municipio, Puerto Rico",27368
05000US72015,"Arroyo Municipio, Puerto Rico",18111
05000US72017,"Barceloneta Municipio, Puerto Rico",24299
05000US72019,"Barranquitas Municipio, Puerto Rico",28755
05000US72023,"Cabo Rojo Municipio, Puerto Rico",49005
05000US72027,"Camuy Municipio, Puerto Rico",32222
05000US72029,"Canóvanas Municipio, Puerto Rico",46108
05000US72033,"Cataño Municipio, Puerto Rico",24888
05000US72035,"Cayey Municipio, Puerto Rico",44530
05000US72037,"Ceiba Municipio, Puerto Rico",11853
05000US72039,"Ciales Municipio, Puerto Rico",16912
05000US72041,"Cidra Municipio, Puerto Rico",40343
05000US72043,"Coamo Municipio, Puerto Rico",39265
05000US72045,"Comerío Municipio, Puerto Rico",19539
05000US72047,"Corozal Municipio, Puerto Rico",34165
05000US72049,"Culebra Municipio, Puerto Rico",1314
05000US72051,"Dorado Municipio, Puerto Rico",37208
05000US72053,"Fajardo Municipio, Puerto Rico",32001
05000US72054,"Florida Municipio, Puerto Rico",11910
05000US72055,"Guánica Municipio, Puerto Rico",16783
05000US72057,"Guayama Municipio, Puerto Rico",41706
05000US72059,"Guayanilla Municipio, Puerto Rico",19008
05000US72063,"Gurabo Municipio, Puerto Rico",46894
05000US72065,"Hatillo Municipio, Puerto Rico",40390
05000US72067,"Hormigueros Municipio, Puerto Rico",16180
05000US72071,"Isabela Municipio, Puerto Rico",42420
05000US72073,"Jayuya Municipio, Puerto Rico",14906
05000US72075,"Juana Díaz Municipio, Puerto Rico",46960
05000US72077,"Juncos Municipio, Puerto Rico",39128
05000US72079,"Lajas Municipio, Puerto Rico",23315
05000US72081,"Lares Municipio, Puerto Rico",26451
05000US72083,"Las Marías Municipio, Puerto Rico",8599
05000US72085,"Las Piedras Municipio, Puerto Rico",37768
05000US72087,"Loíza Municipio, Puerto Rico",26463
05000US72089,"Luquillo Municipio, Puerto Rico",18547
05000US72091,"Manatí Municipio, Puerto Rico",39692
05000US72093,"Maricao Municipio, Puerto Rico",6202
05000US72095,"Maunabo Municipio, Puerto Rico",11023
05000US72099,"Moca Municipio, Puerto Rico",36872
05000US72101,"Morovis Municipio, Puerto Rico",31320
05000US72103,"Naguabo Municipio, Puerto Rico",26266
05000US72105,"Naranjito Municipio, Puerto Rico",28557
05000US72107,"Orocovis Municipio, Puerto Rico",21407
05000US72109,"Patillas Municipio, Puerto Rico",17334
05000US72111,"Peñuelas Municipio, Puerto Rico",20984
05000US72115,"Quebradillas Municipio, Puerto Rico",24036
05000US72117,"Rincón Municipio, Puerto Rico",14269
05000US72121,"Sabana Grande Municipio, Puerto Rico",23054
05000US72123,"Salinas Municipio, Puerto Rico",28633
05000US72125,"San Germán Municipio, Puerto Rico",32114
05000US72129,"San Lorenzo Municipio, Puerto Rico",37873
05000US72131,"San Sebastián Municipio, Puerto Rico",37964
05000US72133,"Santa Isabel Municipio, Puerto Rico",22066
05000US72141,"Utuado Municipio, Puerto Rico",29402
05000US72143,"Vega Alta Municipio, Puerto Rico",37724
05000US72147,"Vieques Municipio, Puerto Rico",8771
05000US72149,"Villalba Municipio, Puerto Rico",22993
05000US72151,"Yabucoa Municipio, Puerto Rico",34149
05000US72153,"Yauco Municipio, Puerto Rico",36439
